candle_ts,open,high,low,close,volume
2026-02-02T15:11:00+00:00,102.460000,102.580000,102.400000,102.520000,6000
2026-02-02T15:12:00+00:00,102.520000,102.680000,102.460000,102.620000,6000
2026-02-02T15:13:00+00:00,102.620000,102.700000,102.560000,102.640000,6000
2026-02-02T15:14:00+00:00,102.640000,102.760000,102.580000,102.700000,6000
2026-02-02T15:15:00+00:00,102.700000,102.860000,102.640000,102.800000,6000
2026-02-02T15:16:00+00:00,102.800000,102.880000,102.740000,102.820000,6000
2026-02-02T15:17:00+00:00,102.820000,102.940000,102.760000,102.880000,6000
2026-02-02T15:18:00+00:00,102.880000,103.040000,102.820000,102.980000,6000
2026-02-02T15:19:00+00:00,102.980000,103.060000,102.920000,103.000000,6000
2026-02-02T15:20:00+00:00,103.000000,103.120000,102.940000,103.060000,6000
2026-02-02T15:21:00+00:00,103.060000,103.220000,103.000000,103.160000,6000
2026-02-02T15:22:00+00:00,103.160000,103.240000,103.100000,103.180000,6000
2026-02-02T15:23:00+00:00,103.180000,103.300000,103.120000,103.240000,6000
2026-02-02T15:24:00+00:00,103.240000,103.400000,103.180000,103.340000,6000
2026-02-02T15:25:00+00:00,103.340000,103.420000,103.280000,103.360000,6000
2026-02-02T15:26:00+00:00,103.360000,103.480000,103.300000,103.420000,6000
2026-02-02T15:27:00+00:00,103.420000,103.580000,103.360000,103.520000,6000
2026-02-02T15:28:00+00:00,103.520000,103.600000,103.460000,103.540000,6000
2026-02-02T15:29:00+00:00,103.540000,103.660000,103.480000,103.600000,6000
2026-02-02T15:30:00+00:00,103.600000,103.760000,103.540000,103.700000,6000
2026-02-02T15:31:00+00:00,103.700000,103.780000,103.640000,103.720000,6000
2026-02-02T15:32:00+00:00,103.720000,103.840000,103.660000,103.780000,6000
2026-02-02T15:33:00+00:00,103.780000,103.940000,103.720000,103.880000,6000
2026-02-02T15:34:00+00:00,103.880000,103.960000,103.820000,103.900000,6000
2026-02-02T15:35:00+00:00,103.900000,104.020000,103.840000,103.960000,6000
2026-02-02T15:36:00+00:00,103.960000,104.120000,103.900000,104.060000,6000
2026-02-02T15:37:00+00:00,104.060000,104.140000,104.000000,104.080000,6000
2026-02-02T15:38:00+00:00,104.080000,104.200000,104.020000,104.140000,6000
2026-02-02T15:39:00+00:00,104.140000,104.300000,104.080000,104.240000,6000
2026-02-02T15:40:00+00:00,104.240000,104.320000,104.180000,104.260000,6000
2026-02-02T15:41:00+00:00,104.260000,104.380000,104.200000,104.320000,6000
2026-02-02T15:42:00+00:00,104.320000,104.480000,104.260000,104.420000,6000
2026-02-02T15:43:00+00:00,104.420000,104.500000,104.360000,104.440000,6000
2026-02-02T15:44:00+00:00,104.440000,104.560000,104.380000,104.500000,6000
2026-02-02T15:45:00+00:00,104.500000,104.660000,104.440000,104.600000,6000
2026-02-02T15:46:00+00:00,104.600000,104.680000,104.540000,104.620000,6000
2026-02-02T15:47:00+00:00,104.620000,104.740000,104.560000,104.680000,6000
2026-02-02T15:48:00+00:00,104.680000,104.840000,104.620000,104.780000,6000
2026-02-02T15:49:00+00:00,104.780000,104.860000,104.720000,104.800000,6000
2026-02-02T15:50:00+00:00,104.800000,104.920000,104.740000,104.860000,6000
2026-02-02T15:51:00+00:00,104.860000,105.020000,104.800000,104.960000,6000
2026-02-02T15:52:00+00:00,104.960000,105.040000,104.900000,104.980000,6000
2026-02-02T15:53:00+00:00,104.980000,105.100000,104.920000,105.040000,6000
2026-02-02T15:54:00+00:00,105.040000,105.200000,104.980000,105.140000,6000
2026-02-02T15:55:00+00:00,105.140000,105.220000,105.080000,105.160000,6000
2026-02-02T15:56:00+00:00,105.160000,105.280000,105.100000,105.220000,6000
2026-02-02T15:57:00+00:00,105.220000,105.380000,105.160000,105.320000,6000
2026-02-02T15:58:00+00:00,105.320000,105.400000,105.260000,105.340000,6000
2026-02-02T15:59:00+00:00,105.340000,105.460000,105.280000,105.400000,6000
2026-02-02T16:00:00+00:00,105.400000,105.560000,105.340000,105.500000,6000
2026-02-02T16:01:00+00:00,105.500000,105.580000,105.440000,105.520000,6000
2026-02-02T16:02:00+00:00,105.520000,105.640000,105.460000,105.580000,6000
2026-02-02T16:03:00+00:00,105.580000,105.740000,105.520000,105.680000,6000
2026-02-02T16:04:00+00:00,105.680000,105.760000,105.620000,105.700000,6000
2026-02-02T16:05:00+00:00,105.700000,105.820000,105.640000,105.760000,6000
2026-02-02T16:06:00+00:00,105.760000,105.920000,105.700000,105.860000,6000
2026-02-02T16:07:00+00:00,105.860000,105.940000,105.800000,105.880000,6000
2026-02-02T16:08:00+00:00,105.880000,106.000000,105.820000,105.940000,6000
2026-02-02T16:09:00+00:00,105.940000,106.100000,105.880000,106.040000,6000
2026-02-02T16:10:00+00:00,106.040000,106.120000,105.980000,106.060000,6000
2026-02-02T16:11:00+00:00,106.060000,106.180000,106.000000,106.120000,6000
2026-02-02T16:12:00+00:00,106.120000,106.280000,106.060000,106.220000,6000
2026-02-02T16:13:00+00:00,106.220000,106.300000,106.160000,106.240000,6000
2026-02-02T16:14:00+00:00,106.240000,106.360000,106.180000,106.300000,6000
2026-02-02T16:15:00+00:00,106.300000,106.460000,106.240000,106.400000,6000
2026-02-02T16:16:00+00:00,106.400000,106.480000,106.340000,106.420000,6000
2026-02-02T16:17:00+00:00,106.420000,106.540000,106.360000,106.480000,6000
2026-02-02T16:18:00+00:00,106.480000,106.640000,106.420000,106.580000,6000
2026-02-02T16:19:00+00:00,106.580000,106.660000,106.520000,106.600000,6000
2026-02-02T16:20:00+00:00,106.600000,106.720000,106.540000,106.660000,6000
2026-02-02T16:21:00+00:00,106.660000,106.820000,106.600000,106.760000,6000
2026-02-02T16:22:00+00:00,106.760000,106.840000,106.700000,106.780000,6000
2026-02-02T16:23:00+00:00,106.780000,106.900000,106.720000,106.840000,6000
2026-02-02T16:24:00+00:00,106.840000,107.000000,106.780000,106.940000,6000
2026-02-02T16:25:00+00:00,106.940000,107.020000,106.880000,106.960000,6000
2026-02-02T16:26:00+00:00,106.960000,107.080000,106.900000,107.020000,6000
2026-02-02T16:27:00+00:00,107.020000,107.180000,106.960000,107.120000,6000
2026-02-02T16:28:00+00:00,107.120000,107.200000,107.060000,107.140000,6000
2026-02-02T16:29:00+00:00,107.140000,107.260000,107.080000,107.200000,6000
