candle_ts,open,high,low,close,volume
2026-02-02T15:00:00+00:00,104.080000,104.250000,104.040000,104.200000,8000
2026-02-02T15:01:00+00:00,104.200000,104.370000,104.160000,104.320000,8000
2026-02-02T15:02:00+00:00,104.320000,104.490000,104.280000,104.440000,8000
2026-02-02T15:03:00+00:00,104.440000,104.610000,104.400000,104.560000,8000
2026-02-02T15:04:00+00:00,104.560000,104.730000,104.520000,104.680000,8000
2026-02-02T15:05:00+00:00,104.680000,104.850000,104.640000,104.800000,8000
2026-02-02T15:06:00+00:00,104.800000,104.970000,104.760000,104.920000,8000
2026-02-02T15:07:00+00:00,104.920000,105.090000,104.880000,105.040000,8000
2026-02-02T15:08:00+00:00,105.040000,105.210000,105.000000,105.160000,8000
2026-02-02T15:09:00+00:00,105.160000,105.330000,105.120000,105.280000,8000
2026-02-02T15:10:00+00:00,105.280000,105.450000,105.240000,105.400000,8000
2026-02-02T15:11:00+00:00,105.400000,105.570000,105.360000,105.520000,8000
2026-02-02T15:12:00+00:00,105.520000,105.690000,105.480000,105.640000,8000
2026-02-02T15:13:00+00:00,105.640000,105.810000,105.600000,105.760000,8000
2026-02-02T15:14:00+00:00,105.760000,105.930000,105.720000,105.880000,8000
2026-02-02T15:15:00+00:00,105.880000,106.050000,105.840000,106.000000,8000
2026-02-02T15:16:00+00:00,106.000000,106.170000,105.960000,106.120000,8000
2026-02-02T15:17:00+00:00,106.120000,106.290000,106.080000,106.240000,8000
2026-02-02T15:18:00+00:00,106.240000,106.410000,106.200000,106.360000,8000
2026-02-02T15:19:00+00:00,106.360000,106.530000,106.320000,106.480000,8000
2026-02-02T15:20:00+00:00,106.480000,106.650000,106.440000,106.600000,8000
2026-02-02T15:21:00+00:00,106.600000,106.770000,106.560000,106.720000,8000
2026-02-02T15:22:00+00:00,106.720000,106.890000,106.680000,106.840000,8000
2026-02-02T15:23:00+00:00,106.840000,107.010000,106.800000,106.960000,8000
2026-02-02T15:24:00+00:00,106.960000,107.130000,106.920000,107.080000,8000
2026-02-02T15:25:00+00:00,107.080000,107.250000,107.040000,107.200000,8000
2026-02-02T15:26:00+00:00,107.200000,107.370000,107.160000,107.320000,8000
2026-02-02T15:27:00+00:00,107.320000,107.490000,107.280000,107.440000,8000
2026-02-02T15:28:00+00:00,107.440000,107.610000,107.400000,107.560000,8000
2026-02-02T15:29:00+00:00,107.560000,107.730000,107.520000,107.680000,8000
2026-02-02T15:30:00+00:00,107.680000,107.850000,107.640000,107.800000,8000
2026-02-02T15:31:00+00:00,107.800000,107.970000,107.760000,107.920000,8000
2026-02-02T15:32:00+00:00,107.920000,108.090000,107.880000,108.040000,8000
2026-02-02T15:33:00+00:00,108.040000,108.210000,108.000000,108.160000,8000
2026-02-02T15:34:00+00:00,108.160000,108.330000,108.120000,108.280000,8000
2026-02-02T15:35:00+00:00,108.280000,108.450000,108.240000,108.400000,8000
2026-02-02T15:36:00+00:00,108.400000,108.570000,108.360000,108.520000,8000
2026-02-02T15:37:00+00:00,108.520000,108.690000,108.480000,108.640000,8000
2026-02-02T15:38:00+00:00,108.640000,108.810000,108.600000,108.760000,8000
2026-02-02T15:39:00+00:00,108.760000,108.930000,108.720000,108.880000,8000
2026-02-02T15:40:00+00:00,108.880000,109.050000,108.840000,109.000000,8000
2026-02-02T15:41:00+00:00,109.000000,109.170000,108.960000,109.120000,8000
2026-02-02T15:42:00+00:00,109.120000,109.290000,109.080000,109.240000,8000
2026-02-02T15:43:00+00:00,109.240000,109.410000,109.200000,109.360000,8000
2026-02-02T15:44:00+00:00,109.360000,109.530000,109.320000,109.480000,8000
2026-02-02T15:45:00+00:00,109.480000,109.650000,109.440000,109.600000,8000
2026-02-02T15:46:00+00:00,109.600000,109.770000,109.560000,109.720000,8000
2026-02-02T15:47:00+00:00,109.720000,109.890000,109.680000,109.840000,8000
2026-02-02T15:48:00+00:00,109.840000,110.010000,109.800000,109.960000,8000
2026-02-02T15:49:00+00:00,109.960000,110.130000,109.920000,110.080000,8000
2026-02-02T15:50:00+00:00,110.080000,110.250000,110.040000,110.200000,8000
2026-02-02T15:51:00+00:00,110.200000,110.370000,110.160000,110.320000,8000
2026-02-02T15:52:00+00:00,110.320000,110.490000,110.280000,110.440000,8000
2026-02-02T15:53:00+00:00,110.440000,110.610000,110.400000,110.560000,8000
2026-02-02T15:54:00+00:00,110.560000,110.730000,110.520000,110.680000,8000
2026-02-02T15:55:00+00:00,110.680000,110.850000,110.640000,110.800000,8000
2026-02-02T15:56:00+00:00,110.800000,110.970000,110.760000,110.920000,8000
2026-02-02T15:57:00+00:00,110.920000,111.090000,110.880000,111.040000,8000
2026-02-02T15:58:00+00:00,111.040000,111.210000,111.000000,111.160000,8000
2026-02-02T15:59:00+00:00,111.160000,111.330000,111.120000,111.280000,8000
2026-02-02T16:00:00+00:00,111.280000,111.330000,108.540019,108.590019,8000
2026-02-02T16:01:00+00:00,108.590019,108.640019,105.942420,105.992420,8000
2026-02-02T16:02:00+00:00,105.992420,106.042420,105.263741,105.313741,8000
2026-02-02T16:03:00+00:00,105.313741,105.483741,105.273741,105.433741,8000
2026-02-02T16:04:00+00:00,105.433741,105.603741,105.393741,105.553741,8000
2026-02-02T16:05:00+00:00,105.553741,105.723741,105.513741,105.673741,8000
2026-02-02T16:06:00+00:00,105.673741,105.843741,105.633741,105.793741,8000
2026-02-02T16:07:00+00:00,105.793741,105.963741,105.753741,105.913741,8000
2026-02-02T16:08:00+00:00,105.913741,106.083741,105.873741,106.033741,8000
2026-02-02T16:09:00+00:00,106.033741,106.203741,105.993741,106.153741,8000
2026-02-02T16:10:00+00:00,106.153741,106.323741,106.113741,106.273741,8000
2026-02-02T16:11:00+00:00,106.273741,106.443741,106.233741,106.393741,8000
2026-02-02T16:12:00+00:00,106.393741,106.563741,106.353741,106.513741,8000
2026-02-02T16:13:00+00:00,106.513741,106.683741,106.473741,106.633741,8000
2026-02-02T16:14:00+00:00,106.633741,106.803741,106.593741,106.753741,8000
2026-02-02T16:15:00+00:00,106.753741,106.923741,106.713741,106.873741,8000
2026-02-02T16:16:00+00:00,106.873741,107.043741,106.833741,106.993741,8000
2026-02-02T16:17:00+00:00,106.993741,107.163741,106.953741,107.113741,8000
2026-02-02T16:18:00+00:00,107.113741,107.283741,107.073741,107.233741,8000
2026-02-02T16:19:00+00:00,107.233741,107.403741,107.193741,107.353741,8000
2026-02-02T16:20:00+00:00,107.353741,107.523741,107.313741,107.473741,8000
2026-02-02T16:21:00+00:00,107.473741,107.643741,107.433741,107.593741,8000
2026-02-02T16:22:00+00:00,107.593741,107.763741,107.553741,107.713741,8000
2026-02-02T16:23:00+00:00,107.713741,107.883741,107.673741,107.833741,8000
2026-02-02T16:24:00+00:00,107.833741,108.003741,107.793741,107.953741,8000
2026-02-02T16:25:00+00:00,107.953741,108.123741,107.913741,108.073741,8000
2026-02-02T16:26:00+00:00,108.073741,108.243741,108.033741,108.193741,8000
2026-02-02T16:27:00+00:00,108.193741,108.363741,108.153741,108.313741,8000
2026-02-02T16:28:00+00:00,108.313741,108.483741,108.273741,108.433741,8000
2026-02-02T16:29:00+00:00,108.433741,108.603741,108.393741,108.553741,8000
2026-02-02T16:30:00+00:00,108.553741,108.723741,108.513741,108.673741,8000
2026-02-02T16:31:00+00:00,108.673741,108.843741,108.633741,108.793741,8000
2026-02-02T16:32:00+00:00,108.793741,108.963741,108.753741,108.913741,8000
2026-02-02T16:33:00+00:00,108.913741,109.083741,108.873741,109.033741,8000
2026-02-02T16:34:00+00:00,109.033741,109.203741,108.993741,109.153741,8000
2026-02-02T16:35:00+00:00,109.153741,109.323741,109.113741,109.273741,8000
2026-02-02T16:36:00+00:00,109.273741,109.443741,109.233741,109.393741,8000
2026-02-02T16:37:00+00:00,109.393741,109.563741,109.353741,109.513741,8000
2026-02-02T16:38:00+00:00,109.513741,109.683741,109.473741,109.633741,8000
2026-02-02T16:39:00+00:00,109.633741,109.803741,109.593741,109.753741,8000
2026-02-02T16:40:00+00:00,109.753741,109.923741,109.713741,109.873741,8000
2026-02-02T16:41:00+00:00,109.873741,110.043741,109.833741,109.993741,8000
2026-02-02T16:42:00+00:00,109.993741,110.163741,109.953741,110.113741,8000
2026-02-02T16:43:00+00:00,110.113741,110.283741,110.073741,110.233741,8000
2026-02-02T16:44:00+00:00,110.233741,110.403741,110.193741,110.353741,8000
2026-02-02T16:45:00+00:00,110.353741,110.523741,110.313741,110.473741,8000
2026-02-02T16:46:00+00:00,110.473741,110.643741,110.433741,110.593741,8000
2026-02-02T16:47:00+00:00,110.593741,110.763741,110.553741,110.713741,8000
2026-02-02T16:48:00+00:00,110.713741,110.883741,110.673741,110.833741,8000
2026-02-02T16:49:00+00:00,110.833741,111.003741,110.793741,110.953741,8000
